Index,Sales
0,360.0
1,4056.0
2,6616.0
3,4410.0
4,7623.0
5,0.0
6,7680.0
7,0.0
8,10181.0
9,7692.0
10,5968.0
11,5631.0
12,5702.0
13,8156.0
14,7542.0
15,7805.0
16,5919.0
17,7013.0
18,6886.0
19,5574.0
20,6567.0
21,3887.0
22,1902.0
23,7010.0
24,9135.0
25,6330.0
26,6197.0
27,5450.0
28,8201.0
29,0.0
30,6476.0
31,6723.0
32,6212.0
33,0.0
34,5086.0
35,3813.0
36,5757.0
37,7907.0
38,6120.0
39,6624.0
40,8298.0
41,7042.0
42,5173.0
43,8033.0
44,7533.0
45,5026.0
46,8194.0
47,1243.0
48,0.0
49,4791.0
50,15106.0
51,4631.0
52,0.0
53,8241.0
54,8118.0
55,0.0
56,10067.0
57,4992.0
58,8107.0
59,5628.0
60,8369.0
61,0.0
62,3319.0
63,403.0
64,5895.0
65,3706.0
66,7871.0
67,5030.0
68,1057.0
69,1022.0
70,7006.0
71,5768.0
72,10848.0
73,4799.0
74,4999.0
75,0.0
76,7262.0
77,0.0
78,9135.0
79,7549.0
80,970.0
81,7926.0
82,7452.0
83,11848.0
84,5141.0
85,5494.0
86,11546.0
87,861.0
88,13937.0
89,1061.0
90,8497.0
91,7140.0
92,3294.0
93,4849.0
94,9542.0
95,5086.0
96,4807.0
97,11045.0
98,9944.0
99,7696.0
100,7999.0
101,5933.0
102,8938.0
103,430.0
104,5701.0
105,5492.0
106,4570.0
107,6000.0
108,11905.0
109,6399.0
110,8471.0
111,8175.0
112,7406.0
113,10960.0
114,6722.0
115,0.0
116,6741.0
117,7063.0
118,5293.0
119,8479.0
120,5958.0
121,4797.0
122,5565.0
123,6244.0
124,5515.0
125,6799.0
126,0.0
127,3806.0
128,10317.0
129,1495.0
130,2090.0
131,5459.0
132,5565.0
133,9543.0
134,8293.0
135,6053.0
136,4735.0
137,3382.0
138,964.0
139,5393.0
140,7286.0
141,8001.0
142,8059.0
143,9846.0
144,7903.0
145,6791.0
146,0.0
147,0.0
148,9211.0
149,4919.0
150,0.0
151,8910.0
152,5873.0
153,420.0
154,9322.0
155,7826.0
156,5921.0
157,6292.0
158,8720.0
159,8161.0
160,6942.0
161,837.0
162,6001.0
163,4912.0
164,8123.0
165,7038.0
166,1101.0
167,0.0
168,7946.0
169,3707.0
170,4893.0
171,0.0
172,7660.0
173,5321.0
174,4906.0
175,3985.0
176,15067.0
177,0.0
178,9205.0
179,6715.0
180,5020.0
181,5016.0
182,200.0
183,6955.0
184,8577.0
185,7681.0
186,16836.0
187,6055.0
188,7916.0
189,4461.0
190,10725.0
191,2773.0
192,6508.0
193,4155.0
194,208.0
195,0.0
196,4397.0
197,6011.0
198,4994.0
199,1294.0
200,7648.0
201,4713.0
202,10033.0
203,6084.0
204,6733.0
205,3885.0
206,7727.0
207,7865.0
208,8389.0
209,7473.0
210,8067.0
211,3300.0
212,8569.0
213,0.0
214,11093.0
215,8924.0
216,7205.0
217,0.0
218,8542.0
219,14873.0
220,7813.0
221,0.0
222,6109.0
223,8055.0
224,5986.0
225,10460.0
226,3384.0
227,6598.0
228,6240.0
229,5782.0
230,5995.0
231,7077.0
232,5753.0
233,8450.0
234,8985.0
235,4934.0
236,4877.0
237,7399.0
238,5787.0
239,5612.0
240,7098.0
241,5338.0
242,5429.0
243,19351.0
244,4414.0
245,4477.0
246,12520.0
247,7509.0
248,7160.0
249,3603.0
250,10884.0
251,4888.0
252,4468.0
253,7739.0
254,12157.0
255,6969.0
256,8101.0
257,3512.0
258,8816.0
259,9649.0
260,5902.0
261,8873.0
262,10291.0
263,0.0
264,6676.0
265,9394.0
266,842.0
267,1550.0
268,4641.0
269,8236.0
270,8180.0
271,13886.0
272,5949.0
273,14234.0
274,10878.0
275,3940.0
276,3837.0
277,5224.0
278,6616.0
279,212.0
280,6572.0
281,7799.0
282,5217.0
283,4107.0
284,6906.0
285,10297.0
286,7219.0
287,7862.0
288,4423.0
289,3803.0
290,6381.0
291,5751.0
292,5190.0
293,6994.0
294,5033.0
295,0.0
296,8239.0
297,0.0
298,6346.0
299,7398.0
300,7731.0
301,9002.0
302,8745.0
303,6642.0
304,4463.0
305,5907.0
306,6262.0
307,10420.0
308,6805.0
309,4128.0
310,0.0
311,6358.0
312,3909.0
313,7539.0
314,3647.0
315,7249.0
316,11486.0
317,3214.0
318,6942.0
319,0.0
320,8587.0
321,435.0
322,7219.0
323,5019.0
324,7607.0
325,7207.0
326,420.0
327,7796.0
328,5142.0
329,3706.0
330,6284.0
331,5083.0
332,4651.0
333,4780.0
334,9620.0
335,5478.0
336,5784.0
337,7981.0
338,0.0
339,7005.0
340,7380.0
341,5611.0
342,5742.0
343,5354.0
344,5761.0
345,7299.0
346,0.0
347,5454.0
348,10917.0
349,393.0
350,9232.0
351,0.0
352,6728.0
353,0.0
354,5304.0
355,4100.0
356,4235.0
357,5650.0
358,7398.0
359,9902.0
360,3892.0
361,4729.0
362,5180.0
363,0.0
364,7298.0
365,2916.0
366,676.0
367,7734.0
368,6098.0
369,7516.0
370,3629.0
371,5519.0
372,7684.0
373,5964.0
374,8914.0
375,11340.0
376,6503.0
377,6585.0
378,11204.0
379,17642.0
380,7144.0
381,5644.0
382,3477.0
383,0.0
384,5944.0
385,7238.0
386,4392.0
387,5141.0
388,4057.0
389,6849.0
390,5794.0
391,7358.0
392,6328.0
