Index,Sales
0,0.0
1,4838.0
2,0.0
3,3795.0
4,0.0
5,0.0
6,0.0
7,3732.0
8,8604.0
9,5833.0
10,3207.0
11,9336.0
12,9129.0
13,3207.0
14,6461.0
15,5033.0
16,9790.0
17,3097.0
18,3732.0
19,5633.0
20,8604.0
21,0.0
22,5127.0
23,3299.0
24,6217.0
25,5624.0
26,0.0
27,6365.0
28,6203.0
29,5534.0
30,4584.0
31,5534.0
32,7513.0
33,5802.0
34,5086.0
35,0.0
36,5171.0
37,5127.0
38,9336.0
39,5624.0
40,4617.0
41,3421.0
42,5883.0
43,3097.0
44,5761.0
45,0.0
46,6176.0
47,3288.0
48,5517.0
49,8044.0
50,6927.0
51,7340.0
52,0.0
53,0.0
54,5086.0
55,6048.0
56,0.0
57,3573.0
58,0.0
59,5535.0
60,6305.0
61,3421.0
62,7061.0
63,8863.0
64,8711.0
65,5802.0
66,0.0
67,5171.0
68,6603.0
69,6947.0
70,5127.0
71,7712.0
72,0.0
73,6947.0
74,6176.0
75,2681.0
76,0.0
77,6923.0
78,3207.0
79,5594.0
80,5310.0
81,6352.0
82,6048.0
83,7019.0
84,6927.0
85,3004.0
86,7139.0
87,5213.0
88,4582.0
89,6203.0
90,5594.0
91,6550.0
92,7535.0
93,9032.0
94,5594.0
95,3080.0
96,7194.0
97,5517.0
98,6923.0
99,5594.0
100,8711.0
101,5171.0
102,8863.0
103,5802.0
104,6042.0
105,4584.0
106,3382.0
107,3479.0
108,6048.0
109,6846.0
110,4582.0
111,3781.0
112,7703.0
113,0.0
114,5310.0
115,3421.0
116,5761.0
117,6927.0
118,3732.0
119,5594.0
120,5633.0
121,9032.0
122,7835.0
123,0.0
124,4617.0
125,3004.0
126,6047.0
127,5086.0
128,5086.0
129,5771.0
130,4582.0
131,3080.0
132,0.0
133,3781.0
134,0.0
135,4861.0
136,7535.0
137,4838.0
138,7061.0
139,7755.0
140,0.0
141,0.0
142,6389.0
143,0.0
144,3004.0
145,0.0
146,3229.0
147,5127.0
148,5535.0
149,3479.0
150,6047.0
151,9804.0
152,7713.0
153,2681.0
154,6280.0
155,6923.0
156,6280.0
157,3080.0
158,6704.0
159,0.0
160,6724.0
161,6203.0
162,0.0
163,6550.0
164,7728.0
165,5802.0
166,7236.0
167,10187.0
168,0.0
169,6724.0
170,6047.0
171,5594.0
172,6724.0
173,6217.0
174,7535.0
175,8604.0
176,5761.0
177,6203.0
178,3382.0
179,5771.0
180,6203.0
181,7447.0
182,5213.0
183,0.0
184,5633.0
185,7340.0
186,0.0
187,0.0
188,5633.0
189,6923.0
190,6176.0
191,4902.0
192,7535.0
193,0.0
194,0.0
195,3732.0
196,7513.0
197,0.0
198,7179.0
199,6518.0
200,6636.0
201,6466.0
202,0.0
203,3795.0
204,0.0
205,3080.0
206,10187.0
207,7513.0
208,6352.0
209,0.0
210,5535.0
211,9032.0
212,6715.0
213,4176.0
214,4902.0
215,0.0
216,7755.0
217,7728.0
218,8604.0
219,0.0
220,2681.0
221,5127.0
222,6603.0
223,7713.0
224,0.0
225,6461.0
226,6185.0
227,3125.0
228,6846.0
229,4861.0
230,0.0
231,0.0
232,4530.0
233,3573.0
234,10094.0
235,6846.0
236,9790.0
237,6203.0
238,6280.0
239,4838.0
240,7194.0
241,0.0
242,4582.0
243,5127.0
244,6203.0
245,0.0
246,5310.0
247,5761.0
248,0.0
249,6352.0
250,6815.0
251,6203.0
252,7755.0
253,7510.0
254,6047.0
255,5535.0
256,4176.0
257,9032.0
258,7194.0
259,3732.0
260,6603.0
261,9560.0
262,5171.0
263,6203.0
264,5761.0
265,6895.0
266,6203.0
267,7061.0
268,6352.0
269,7713.0
270,6203.0
271,3115.0
272,0.0
273,6923.0
274,3447.0
275,5951.0
276,5188.0
277,6788.0
278,4930.0
279,0.0
280,0.0
281,0.0
282,2810.0
283,4978.0
284,5188.0
285,3662.0
286,0.0
287,4930.0
288,3648.0
289,5683.0
290,6117.0
291,5980.0
292,0.0
293,5188.0
294,5951.0
295,5980.0
296,4919.0
297,7607.0
298,6423.0
299,3831.0
300,4919.0
301,3659.0
302,5980.0
303,7170.0
304,5188.0
305,5951.0
306,3648.0
307,7548.0
308,0.0
309,5683.0
310,5683.0
311,5244.0
312,7170.0
313,3831.0
314,9522.0
315,9522.0
316,9522.0
317,0.0
318,8089.0
319,6431.0
320,0.0
321,6397.0
322,5951.0
323,4261.0
324,4930.0
325,5683.0
326,5592.0
327,8472.0
328,5188.0
329,5188.0
330,5951.0
331,0.0
332,0.0
333,6664.0
334,5188.0
335,4930.0
336,0.0
337,5683.0
338,0.0
339,4930.0
340,5188.0
341,5683.0
342,8315.0
343,4956.0
344,6169.0
345,0.0
346,5188.0
347,3662.0
348,0.0
349,0.0
350,3359.0
351,8501.0
352,5188.0
353,6397.0
354,6069.0
355,5980.0
356,3419.0
357,4930.0
358,3662.0
359,6941.0
360,5188.0
361,7409.0
362,5188.0
363,2973.0
364,0.0
365,7228.0
366,6423.0
367,0.0
368,0.0
369,5188.0
370,5980.0
371,0.0
372,6431.0
373,3662.0
374,6397.0
375,5188.0
376,8363.0
377,5951.0
378,5188.0
379,5188.0
380,8038.0
381,6117.0
382,3517.0
383,6397.0
384,3447.0
385,3648.0
386,0.0
387,3662.0
388,4261.0
389,5671.0
390,5683.0
391,9522.0
392,0.0
393,5188.0
394,0.0
395,4930.0
396,2942.0
397,4453.0
398,6087.0
399,5188.0
400,6423.0
401,6117.0
402,0.0
403,8315.0
404,5951.0
405,6664.0
406,7555.0
407,5433.0
408,5244.0
409,6423.0
410,3662.0
411,0.0
412,5683.0
413,3447.0
414,5951.0
415,8315.0
416,5188.0
417,5683.0
418,5188.0
419,3662.0
420,6087.0
421,0.0
422,7170.0
423,4261.0
424,5188.0
425,0.0
426,5683.0
427,5118.0
428,9518.0
429,6117.0
430,3622.0
431,4930.0
432,3389.0
433,5980.0
434,4930.0
435,4453.0
436,5951.0
437,5683.0
438,5951.0
439,5188.0
440,5188.0
441,4930.0
442,4978.0
443,5188.0
444,6397.0
445,0.0
446,3389.0
447,0.0
448,0.0
449,5683.0
450,0.0
451,0.0
452,5683.0
453,6941.0
454,5951.0
455,5188.0
456,4930.0
457,8038.0
458,8315.0
459,5951.0
460,5951.0
461,5980.0
462,5188.0
463,5788.0
464,7642.0
465,0.0
466,0.0
467,7228.0
468,3169.0
469,4930.0
470,8113.0
471,5188.0
472,0.0
473,6431.0
474,0.0
475,6069.0
476,6817.0
477,4453.0
478,6659.0
479,5980.0
480,5516.0
481,5592.0
482,6659.0
483,3662.0
484,4978.0
485,4930.0
486,0.0
487,5188.0
488,6169.0
489,5980.0
490,5980.0
491,0.0
492,8038.0
493,7555.0
494,0.0
495,5188.0
496,7548.0
497,5592.0
498,5980.0
499,8315.0
500,0.0
501,5188.0
502,2810.0
503,3419.0
504,0.0
505,0.0
506,0.0
507,3659.0
508,6664.0
509,8315.0
510,7628.0
511,3659.0
512,4930.0
513,5050.0
514,4930.0
515,4732.0
516,8501.0
517,3419.0
518,7642.0
519,0.0
520,3648.0
521,5188.0
522,5188.0
523,4930.0
524,3447.0
525,5516.0
526,0.0
527,5683.0
528,5188.0
529,4732.0
530,5050.0
531,0.0
532,4930.0
533,0.0
534,5683.0
535,2810.0
536,3662.0
537,7548.0
538,5683.0
539,3636.0
540,6664.0
541,8053.0
542,7409.0
543,3648.0
544,4930.0
545,5188.0
546,5188.0
547,3662.0
548,6381.0
549,6043.0
550,0.0
551,5514.0
552,4924.0
553,4582.0
554,0.0
555,7418.0
556,4600.0
557,5436.0
558,0.0
559,4398.0
560,3589.0
561,4182.0
562,5423.0
563,4331.0
564,3107.0
565,4331.0
566,5031.0
567,5031.0
568,6005.0
569,5238.0
570,4182.0
571,6172.0
572,4331.0
573,3942.0
574,3635.0
575,4176.0
576,0.0
577,7042.0
578,4458.0
579,3494.0
580,5514.0
581,4871.0
582,7382.0
583,0.0
584,6160.0
585,4928.0
586,5714.0
587,0.0
588,5599.0
589,5011.0
590,5564.0
591,3760.0
592,4984.0
593,0.0
594,0.0
595,6005.0
596,0.0
597,6030.0
598,4656.0
599,4582.0
600,3413.0
601,6005.0
602,0.0
603,5964.0
604,5224.0
605,3494.0
606,3777.0
607,4502.0
608,0.0
609,5423.0
610,7042.0
611,5512.0
612,0.0
613,7705.0
614,5423.0
615,5167.0
616,6152.0
617,6005.0
618,6171.0
619,0.0
620,6030.0
621,5599.0
622,3469.0
623,3413.0
624,5799.0
625,0.0
626,6043.0
627,5351.0
628,5559.0
629,5714.0
630,0.0
631,5224.0
632,5814.0
633,5436.0
634,5224.0
635,5584.0
636,5512.0
637,0.0
638,0.0
639,6563.0
640,5714.0
641,4331.0
642,6329.0
643,3880.0
644,6432.0
645,6043.0
646,4182.0
647,4238.0
648,5423.0
649,4936.0
650,5714.0
651,5351.0
652,0.0
653,4936.0
654,5689.0
655,3628.0
656,5697.0
657,3469.0
658,4182.0
659,5689.0
660,5351.0
661,6768.0
662,5423.0
663,0.0
664,0.0
665,3905.0
666,0.0
667,5436.0
668,3589.0
669,4924.0
670,0.0
671,6432.0
672,4226.0
673,5808.0
674,3761.0
675,6043.0
676,5204.0
677,5204.0
678,5619.0
679,6821.0
680,4656.0
681,5224.0
682,5423.0
683,7382.0
684,5512.0
685,0.0
686,0.0
687,0.0
688,3652.0
689,5584.0
690,4273.0
691,3652.0
692,0.0
693,5436.0
694,6171.0
695,7163.0
696,6768.0
697,0.0
698,0.0
699,5512.0
700,5185.0
701,4870.0
702,5011.0
703,4656.0
704,0.0
705,5512.0
706,7096.0
707,3563.0
708,5031.0
709,0.0
710,5167.0
711,5204.0
712,0.0
713,5512.0
714,5714.0
715,3469.0
716,4582.0
717,0.0
718,5599.0
719,7163.0
720,3107.0
721,3760.0
722,3589.0
723,5423.0
724,5964.0
725,4924.0
726,3880.0
727,7042.0
728,6043.0
729,4182.0
730,0.0
731,4686.0
732,5697.0
733,4924.0
734,5436.0
735,4628.0
736,3107.0
737,4968.0
